Project_ID,Project_Type,Target_Cost_INR,Actual_Cost_INR,Cost_Overrun_Percent,Target_Duration_Days,Actual_Duration_Days,Timeline_Overrun_Days,Project_Start_Date,Project_End_Date_Planned,Project_End_Date_Actual,Voltage_Level_kV,Line_Length_km,Number_of_Bays,Terrain_Complexity_Index,Environmental_Impact_Severity,Forest_Land_Required_Ha,Num_Required_Permits,Average_Permit_Lag_Days,Right_of_Way_Delay_Severity,Regulatory_Hotspot_Region,Labour_Cost_Estimate_INR,Material_Cost_Estimate_INR,Num_Skilled_Workers_Required,Vendor_Performance_Rating,Num_Vendor_Change_Events,Material_Availability_Issue,Annual_Rainfall_mm,Num_Extreme_Weather_Days,Commodity_Price_Index_Start,Commodity_Price_Change_During_Project,Historical_Local_Delay_Index,Escalation_Reason_Material,Escalation_Reason_Regulatory,Escalation_Reason_Manpower,Qualitative_Risk_Score,Year,Cost_Per_km_Cr,Duration_Efficiency,Risk_Flag
Agra-Warora Transmission Line 765kV_08177,Transmission Line,10585138361.003,13459045873.1559,27.1504010069512,657,670,13,2014-03-15,2016-01-01,2016-01-14,765,409.6,10,Medium (Undulating),Low,75.4902,15,70.6,High,Andhra Pradesh,10606589825.41,44881277229.3,3000,8,1,0,891,6,119.6,8.8,3.2,0,1,0,2,2014-15,14.1,0.981,0
Durgapur-Neemuch Cross-Border Transmission Line 220kV_08178,Cross-Border Transmission Line,9052244749.25321,11428337215.1883,26.2486546901094,572,515,-57,2016-08-19,2018-03-14,2018-01-16,220,83.5,4,Low (Plains),High,0,12,62.6,Low,Rajasthan,9630098331.77,36364368637.22,2985,8.7,2,0,372,5,96.8,4.4,2.3,0,0,1,1,2016-17,56.03,1.111,0
Rural Electrification Mandsaur_08179,Rural Electrification,913580981.747615,1874701754.49511,105.20367564011,319,229,-90,2022-10-19,2023-09-03,2023-06-05,400,195.1,7,Low (Plain),Moderate,0,10,32.5,Low,Meghalaya,571878632.78,2182266171.84,471,8.9,1,0,2199,52,104.2,3.2,3.1,0,0,1,3,2022-23,1.4,1.393,0
Green Hydrogen Srinagar_08180,Green Hydrogen,888936428.741385,1709253710.93157,92.2807588560236,454,422,-32,2018-11-22,2020-02-19,2020-01-18,220,126.9,2,Medium (Undulating),Moderate,15.2095,6,48.2,Moderate,Rajasthan,501436301.38,2281047950.66,451,9,2,1,359,11,108.9,10.2,2.7,0,0,0,1,2018-19,2.25,1.076,0
Udaipur-Vemagiri Transmission Line 220kV_08181,Transmission Line,6720219652.28232,8648868586.67086,28.6991948802378,451,492,41,2021-08-22,2022-11-16,2022-12-27,220,126.7,5,Low (Plain),Low,0,12,94.9,Moderate,Chhattisgarh,6218207596.66,24098650213.55,1395,4.7,4,0,1038,11,102,7.7,2.6,0,1,0,2,2021-22,31.34,0.917,1
Hubli-Ramgarh Transmission System 765/400/220kV_08182,Transmission System,35543560949.2292,37112061220.7053,4.41289569640075,1663,1605,-58,2012-03-24,2016-10-12,2016-08-15,765,932.1,37,Very High (Hilly),Moderate,487.9262,40,154.5,Moderate,Jammu & Kashmir,37778878593.09,151330106232.14,3000,8.3,0,0,504,6,100.9,3.8,4.4,0,1,1,2,2012-13,21.36,1.036,0
Hubli-Ramgarh Transmission System 765/400/220kV_08182,Transmission System,35543560949.2292,37112061220.7053,4.41289569640075,1663,1605,-58,2012-03-24,2016-10-12,2016-08-15,400,932.1,37,Very High (Hilly),Moderate,487.9262,40,154.5,Moderate,Jammu & Kashmir,37778878593.09,151330106232.14,3000,8.3,0,0,504,6,100.9,3.8,4.4,0,1,1,2,2012-13,21.36,1.036,0
Hubli-Ramgarh Transmission System 765/400/220kV_08182,Transmission System,35543560949.2292,37112061220.7053,4.41289569640075,1663,1605,-58,2012-03-24,2016-10-12,2016-08-15,220,932.1,37,Very High (Hilly),Moderate,487.9262,40,154.5,Moderate,Jammu & Kashmir,37778878593.09,151330106232.14,3000,8.3,0,0,504,6,100.9,3.8,4.4,0,1,1,2,2012-13,21.36,1.036,0
Healthcare Project Hubli_08183,CSR - Healthcare,336512682.541779,693623300.831074,106.120998350473,213,44,-169,2018-07-03,2019-02-01,2018-08-16,765,0,0,Medium (Undulating),Low,5.1875,10,58,Moderate,Odisha,156330263.61,668165731.84,48,6.8,1,0,1547,26,99.5,7.4,2.9,1,0,0,1,2018-19,0,4.841,0
Varanasi-Indore Transmission System 400/220kV_08184,Transmission System (TBCB),4632753923.09336,5913055013.63962,27.6358535721964,798,809,11,2020-01-20,2022-03-28,2022-04-08,400,71.1,41,Moderate,Medium,17.2091,9,38.6,Moderate,West Bengal,4058885193.85,16789409157.93,1210,5.5,0,0,1042,9,101.2,4.5,2.8,0,0,0,2,2020-21,45.69,0.986,1
Varanasi-Indore Transmission System 400/220kV_08184,Transmission System (TBCB),4632753923.09336,5913055013.63962,27.6358535721964,798,809,11,2020-01-20,2022-03-28,2022-04-08,220,71.1,41,Moderate,Medium,17.2091,9,38.6,Moderate,West Bengal,4058885193.85,16789409157.93,1210,5.5,0,0,1042,9,101.2,4.5,2.8,0,0,0,2,2020-21,45.69,0.986,1
Cuttack 400kV GIS Substation_08185,Substation,10014817633.1306,10398677810.6955,3.83292229201478,580,592,12,2015-06-04,2017-01-04,2017-01-16,400,0,33,Medium (Plateau),Low,2.2786,11,69.4,Moderate,West Bengal,9400413543.85,49462912661.72,3000,4.4,4,0,1395,28,105.3,-3.9,2,0,0,0,4,2015-16,0,0.98,1
Ghaziabad-Indore Transmission System 220kV_08186,Transmission System,12373795734.0045,13874280215.1848,12.1263071852465,866,906,40,2022-09-23,2025-02-05,2025-03-17,220,576.3,12,Low (Plain),Medium,0,15,87.2,Moderate,Odisha,8044063305.04,54889590657.88,3000,8,0,0,1592,19,98.4,1.2,2.4,0,1,1,9,2022-23,11.86,0.956,0
Mandsaur-Ramgarh Transmission System 400kV_08187,Transmission System,12325976213.2376,14154185023.0833,14.8321624041613,1246,1334,88,2016-08-27,2020-01-25,2020-04-22,400,452.8,6,Low (Plain),Medium,0,19,65.2,Moderate,Jammu & Kashmir,10261400879.17,57836421417.18,3000,7.2,0,0,745,6,115,7.6,4.1,0,0,1,6,2016-17,14.11,0.934,0
Hubli-Dharamshala Transmission Line 132kV_08188,Transmission Line (D/C),4960611552.91607,7130751378.63201,43.7474251423746,318,335,17,2018-05-02,2019-03-16,2019-04-02,132,279.4,6,Low (Desert),Low,0,10,61.2,Moderate,Tamil Nadu,4852693815.02,17267639850.77,1072,6.8,1,0,922,9,115.3,5.1,2.6,1,0,1,5,2018-19,8.48,0.949,0
Smart Metering Gwalior_08189,Smart Metering,1899166947.70779,3405839233.17625,79.3333249236957,875,770,-105,2018-10-23,2021-03-16,2020-12-01,400,0,5,Low (Coastal),Very High,0,4,57.3,Low,Maharashtra,982931438.26,5629847287.03,414,7.7,0,0,1582,22,109.3,8.9,2.8,0,0,0,10,2018-19,0,1.136,0
Panipat-Muzaffarpur Transmission Line 132kV Phase-I_08190,Transmission Line,3742795888.77399,5043343175.54022,34.7480152649266,354,459,105,2023-03-20,2024-03-08,2024-06-21,132,166.1,4,Moderate,Moderate,22.659,8,51.3,Medium,Gujarat,3228484221.67,11022591713.4,1355,8,0,1,510,10,116.9,2.7,2.1,0,0,0,7,2023-24,7.35,0.771,0
Jaipur 220kV GIS Substation_08191,Substation,8903520039.71621,12343373698.5555,38.6347606732511,905,932,27,2016-01-06,2018-06-29,2018-07-26,220,0,49,Low (Plains),Moderate,0,7,65.7,Moderate,Bihar,9064735413.23,30239084795.91,2441,8.3,2,1,763,6,97.9,-1.6,3.5,0,1,0,4,2016-17,0,0.971,0
Chennai-Cuttack Transmission System 765/400kV_08192,Transmission System,42653469837.2258,41171789287.9681,-3.47376322468499,1504,1587,83,2019-05-14,2023-06-26,2023-09-17,765,1628.7,34,Low (Coastal),Very High,0,40,169.4,Moderate,Maharashtra,77643983236.28,292987494676.14,3000,6.8,0,0,1100,19,97.3,12.3,2.6,0,1,1,5,2019-20,25.5,0.948,0
Chennai-Cuttack Transmission System 765/400kV_08192,Transmission System,42653469837.2258,41171789287.9681,-3.47376322468499,1504,1587,83,2019-05-14,2023-06-26,2023-09-17,400,1628.7,34,Low (Coastal),Very High,0,40,169.4,Moderate,Maharashtra,77643983236.28,292987494676.14,3000,6.8,0,0,1100,19,97.3,12.3,2.6,0,1,1,5,2019-20,25.5,0.948,0
Joint Venture Project Surat_08193,Joint Venture Project,16737226173.7975,17339202522.3466,3.59663149854218,2081,2189,108,2024-05-10,2030-01-20,2030-05-08,220,384.8,5,Low (Plain),Moderate,0,17,57.9,Medium,Jharkhand,10894239308.12,75102896868.62,3000,7.7,1,1,906,8,109.8,3,2.4,1,1,1,3,2024-25,23.96,0.951,0
Smart Metering Kota_08194,Smart Metering,409537198.579488,1006476315.97066,145.759437594852,1077,1104,27,2016-01-04,2018-12-16,2019-01-12,132,0,3,Moderate,Low,4.3315,12,20.1,Medium,0rthern Region,196239022.19,987343748.41,57,5,1,1,888,13,96.7,1.6,1.8,1,0,0,9,2016-17,0,0.976,1
Tiruchirappalli-Tuticorin Cross-Border Transmission Line 400kV Phase-IV_08195,Cross-Border Transmission Line,10649338333.5538,12381717963.4548,16.2674860694648,1021,1168,147,2013-09-04,2016-06-21,2016-11-15,400,121.5,9,Low (Coastal),High,0,16,69,Medium,Andhra Pradesh,6048431452.33,40998423986.69,2177,8,0,1,867,9,101.6,7.2,2.5,1,0,0,8,2013-14,43.02,0.874,0
Tiruchirappalli-Kolhapur Transmission Line 400kV_08196,Transmission Line (D/C),16843931697.1368,16481174952.0976,-2.15363462380241,565,470,-95,2017-03-06,2018-09-22,2018-06-19,400,147.3,4,Low (Plain),Medium,0,19,49.5,Medium,Uttar Pradesh,18210599638.69,79995389679.36,3000,8.4,1,0,972,12,116.2,3.1,2.5,0,1,1,6,2017-18,71.51,1.202,0
Ghaziabad-Jaipur Transmission System 400kV_08197,Transmission System,43495695732.0734,35297617588.4192,-18.8480216390906,610,551,-59,2021-09-05,2023-05-08,2023-03-10,400,758.5,21,Low (Plain),Moderate,0,39,139.8,Moderate,Haryana,42375409018.7,219102131254.57,3000,8.5,0,0,476,6,104.6,-6.5,2.7,0,1,1,3,2021-22,42.96,1.107,1
Burdwan-Kur0ol Transmission System 400kV_08198,Transmission System,24481437437.4504,25164044780.7888,2.78826496639508,1033,1094,61,2013-12-05,2016-10-03,2016-12-03,400,919.9,20,High (Hilly),Moderate,405.8491,36,129.7,Moderate,0rthern Region,26731820418.81,106746655324.38,3000,7.3,1,0,1201,34,95.2,-6,2.8,0,1,1,9,2013-14,15.66,0.944,0
Transmission Project SPV Gandhinagar_08199,Transmission Project SPV,866004421.896713,1677885431.33462,93.7502152309722,1085,1143,58,2013-08-21,2016-08-10,2016-10-07,220,39.7,7,Low (Plains),Moderate,0,7,56.9,Moderate,Rajasthan,359099234.64,2419249466.53,258,7.2,0,0,324,15,104.8,2,2.1,0,0,1,4,2013-14,7.78,0.949,0
Nashik-Gorakhpur Transmission System 220kV Phase-IV_08200,Transmission System,8116054871.20841,10987899797.6803,35.3847401483171,1005,1021,16,2019-10-13,2022-07-14,2022-07-30,220,1204,7,Moderate (Hilly),High,240.1425,16,130.4,High,Andhra Pradesh,7909482514.08,34046932852.94,3000,6.5,2,1,919,15,98.2,10.5,1.9,1,1,1,4,2019-20,3.42,0.984,0
Raichur-Korba Transmission System 400kV_08201,Transmission System,15905221502.8106,16472736661.9429,3.56810597722323,479,620,141,2019-01-25,2020-05-18,2020-10-06,400,517.6,9,Low (Coastal),Moderate,0,14,71.4,Medium,Telangana,15471745901.79,77795746450.26,3000,4.7,1,1,679,11,117,1.3,2.3,1,0,1,5,2019-20,24.06,0.773,1
Jaipur 400kV GIS Substation_08202,Substation,7462723264.43394,9180346261.76594,23.0160349844125,617,643,26,2018-01-09,2019-09-18,2019-10-14,400,0,15,Low (Plain),Moderate,0,4,29,Moderate,Gujarat,7820094927.35,27578591258.55,2026,7.1,2,1,830,10,99.4,10.6,2.1,1,1,0,4,2018-19,0,0.96,0
TBCB Subsidiary Hubli_08203,TBCB Subsidiary,2438857075.67724,4189702915.92503,71.7896041432274,401,607,206,2014-07-14,2015-08-19,2016-03-12,400,253.9,7,High (Hilly/Difficult),Moderate,47.5657,13,97.8,High,Odisha,1751310276.44,7097505942.97,895,6.9,0,0,1226,26,111.2,10,2.1,1,1,1,7,2014-15,4.11,0.661,1
TBCB Subsidiary Hubli_08203,TBCB Subsidiary,2438857075.67724,4189702915.92503,71.7896041432274,401,607,206,2014-07-14,2015-08-19,2016-03-12,220,253.9,7,High (Hilly/Difficult),Moderate,47.5657,13,97.8,High,Odisha,1751310276.44,7097505942.97,895,6.9,0,0,1226,26,111.2,10,2.1,1,1,1,7,2014-15,4.11,0.661,1
Neemuch-Gandhinagar Transmission Line 220kV_08204,Transmission Line,11616457391.8898,12911110082.9237,11.1449872138967,233,520,287,2013-05-20,2014-01-08,2014-10-22,220,202,6,High (Hilly),Low,83.838,21,78.9,Low,Karnataka,7664136733.53,52013135258.46,2340,3.9,1,0,1005,15,110.2,13.7,2.8,0,0,1,6,2013-14,43.24,0.448,1
Green Hydrogen Delhi_08205,Green Hydrogen,1706916423.13919,2894129097.81125,69.553064144093,717,756,39,2016-02-20,2018-02-06,2018-03-17,400,247.2,5,High (Hilly/Difficult),Low,44.6369,13,72.5,Low,Uttar Pradesh,1286575907.21,4546701374.09,936,6.9,0,0,852,19,110.6,4.1,3.4,1,0,1,9,2016-17,2.89,0.948,1
Rural Development Project Bikaner_08206,CSR - Rural Development,236665151.972913,542988604.047252,129.433272926214,685,656,-29,2012-06-25,2014-05-11,2014-04-12,400,0,0,Moderate (Hilly),Moderate,3.7275,11,60.8,Moderate,Uttar Pradesh,80836533.14,371110540.45,31,7,0,1,772,12,96,7.2,2.2,1,0,1,7,2012-13,0,1.044,0
Transmission Project SPV Cuttack_08207,Transmission Project SPV,1001974738.58958,1762710375.81192,75.9236343915396,1042,1839,797,2012-09-12,2015-07-21,2017-09-25,765,219.6,4,Low (Plains),Moderate,0,6,22,Low,Ladakh,601743895.13,2082806322.52,474,4.8,4,0,100,15,104.9,0,3.2,0,1,1,1,2012-13,1.32,0.567,1
0ida-Bikaner Transmission System 765/400/220kV_08208,Transmission System,61693247102.1941,46495882040.2333,-24.6337577867907,1576,1452,-124,2024-02-25,2028-06-19,2028-02-16,765,1278.3,16,Low (Coastal),Low,0,40,172.1,Low,Karnataka,68754388215.16,343348177660.06,3000,4.2,2,0,822,11,103.7,12.7,3.2,0,1,1,4,2024-25,50.26,1.085,1
0ida-Bikaner Transmission System 765/400/220kV_08208,Transmission System,61693247102.1941,46495882040.2333,-24.6337577867907,1576,1452,-124,2024-02-25,2028-06-19,2028-02-16,400,1278.3,16,Low (Coastal),Low,0,40,172.1,Low,Karnataka,68754388215.16,343348177660.06,3000,4.2,2,0,822,11,103.7,12.7,3.2,0,1,1,4,2024-25,50.26,1.085,1
0ida-Bikaner Transmission System 765/400/220kV_08208,Transmission System,61693247102.1941,46495882040.2333,-24.6337577867907,1576,1452,-124,2024-02-25,2028-06-19,2028-02-16,220,1278.3,16,Low (Coastal),Low,0,40,172.1,Low,Karnataka,68754388215.16,343348177660.06,3000,4.2,2,0,822,11,103.7,12.7,3.2,0,1,1,4,2024-25,50.26,1.085,1
Jharsuguda-Muzaffarpur Transmission System 132kV_08209,Transmission System,17308954668.3213,19595838808.9592,13.2121447219653,512,335,-177,2018-09-26,2020-02-20,2019-08-27,132,344.4,14,Medium (Undulating),High,48.0704,18,74.6,Moderate,Western Region,20035693075.68,80169547908.36,3000,8.3,0,1,1085,8,106.3,10.1,2.3,1,1,1,6,2018-19,35.94,1.528,1
Hapur-Ajmer Transmission System 400kV Phase-I_08210,Transmission System,18562938313.0293,20722581232.4124,11.6341652542539,411,610,199,2009-05-05,2010-06-20,2011-01-05,400,1219.8,37,Low (Plain),Moderate,0,18,71.5,Low,Southern Region,21687692629.76,92732084762.72,3000,7.4,0,0,1157,7,115.6,0.4,1.9,0,1,1,3,2009-10,9.64,0.674,1
Healthcare Project Coimbatore_08211,CSR - Healthcare,88318089.1451438,273294417.354865,209.443308839854,261,155,-106,2018-01-09,2018-09-27,2018-06-13,400,0,0,Low (Plains),Low,0,10,58.1,Moderate,Odisha,30205981.72,145452567.46,25,8.1,0,0,1538,26,99.9,-2.1,2.1,0,0,0,9,2018-19,0,1.684,1
Grid Management Mysore_08212,Grid Management,1975672523.55658,2920956707.44091,47.8461978193961,445,472,27,2019-07-27,2020-10-14,2020-11-10,400,238.5,3,Low (Plain),Moderate,0,8,64.8,Low,Uttar Pradesh,1540293131.49,5232311783.8,758,7.5,1,0,1215,17,118.4,-1.4,3.5,0,0,1,1,2019-20,3.04,0.943,0
Tirunelveli-Ghaziabad Transmission Line 220kV_08213,Transmission Line,12956842261.5449,13563714807.1654,4.6837997512847,912,1035,123,2010-05-06,2012-11-03,2013-03-06,220,155.5,8,High (Hilly),Moderate,66.6152,27,118.8,Moderate,Punjab,13397896235.76,46561143660.37,3000,8.2,0,1,597,11,101.9,2.9,2.8,1,1,0,7,2010-11,43.62,0.881,0
Meerut-Gurgaon Transmission Line 220kV Phase-III_08214,Transmission Line,11010478559.3039,13798468619.178,25.3212432580262,935,1724,789,2021-08-06,2024-02-27,2026-04-26,220,83.5,10,Low (Plains),Low,0,10,53.7,Moderate,Uttar Pradesh,8020831937.84,41276943516.78,3000,4.6,1,0,894,8,113,13,2.7,0,1,1,8,2021-22,84.49,0.542,1
Bokaro-Visakhapatnam Transmission Line 220kV Phase-II_08215,Transmission Line,9193298620.1812,11284539179.7925,22.7474451337914,736,884,148,2010-11-26,2012-12-01,2013-04-28,220,401.7,7,Moderate (Hilly),Moderate,54.9072,15,91.7,Low,Jammu & Kashmir,8346165680.56,37598728711.04,2727,5.3,1,1,912,19,95.1,1.6,3.5,1,1,0,1,2010-11,15.75,0.833,1
TBCB Subsidiary Khetri_08216,TBCB Subsidiary,3022852500.99153,3914432008.31344,29.4946414695872,555,570,15,2023-12-05,2025-06-12,2025-06-27,765,84.6,5,Low (Plain),Very High,0,8,27.1,Low,Jharkhand,2603639734.13,9204199030.46,571,4.1,4,1,1349,28,108.1,2.5,2.6,1,0,0,4,2023-24,19.65,0.974,1
Transmission Project SPV Aurangabad_08217,Transmission Project SPV,616686918.545988,1161553269.35043,88.353803918708,1048,1070,22,2014-02-28,2017-01-11,2017-02-02,220,239.5,1,Low (Plain),High,0,5,37,Medium,Odisha,274093329.01,1434140221.57,623,7.1,0,0,1456,17,111,-2,1.9,0,0,0,7,2014-15,0.62,0.979,0
Healthcare Project Jamshedpur_08218,CSR - Healthcare,169160823.822255,521496534.696816,208.284461445268,513,603,90,2010-10-27,2012-03-23,2012-06-21,132,0,0,Low (Coastal),Moderate,0,7,78.3,Moderate,Jharkhand,54122501.88,266296494.9,25,7.5,2,0,1388,25,118.7,11.7,1.7,0,0,0,3,2010-11,0,0.851,0
Ludhiana-Jaisalmer Transmission System 765/400/220kV_08219,Transmission System,12944950157.9364,16629782817.5605,28.4654063141753,1007,1040,33,2016-09-20,2019-06-24,2019-07-27,765,1203.3,8,Moderate,Low,137.3241,19,87.7,Moderate,Tamil Nadu,15760651450.26,58083250751.28,3000,8.3,0,1,980,12,109.2,9.8,2.6,1,1,1,5,2016-17,7.65,0.968,1
Ludhiana-Jaisalmer Transmission System 765/400/220kV_08219,Transmission System,12944950157.9364,16629782817.5605,28.4654063141753,1007,1040,33,2016-09-20,2019-06-24,2019-07-27,400,1203.3,8,Moderate,Low,137.3241,19,87.7,Moderate,Tamil Nadu,15760651450.26,58083250751.28,3000,8.3,0,1,980,12,109.2,9.8,2.6,1,1,1,5,2016-17,7.65,0.968,1
Ludhiana-Jaisalmer Transmission System 765/400/220kV_08219,Transmission System,12944950157.9364,16629782817.5605,28.4654063141753,1007,1040,33,2016-09-20,2019-06-24,2019-07-27,220,1203.3,8,Moderate,Low,137.3241,19,87.7,Moderate,Tamil Nadu,15760651450.26,58083250751.28,3000,8.3,0,1,980,12,109.2,9.8,2.6,1,1,1,5,2016-17,7.65,0.968,1
Vemagiri-Bangalore Transmission System 765kV Phase-III_08220,Transmission System (TBCB),46446374751.335,41972212191.865,-9.63296400079407,1428,1528,100,2015-06-27,2019-05-25,2019-09-02,765,386.1,14,Low (Plain),Moderate,0,35,159.2,Medium,Telangana,39215320456.53,249009899771.54,3000,7.3,1,0,1097,13,99.2,1,2.4,0,1,1,6,2015-16,82.33,0.935,0
Thiruvananthapuram-Pune Transmission Line 132kV_08221,Transmission Line,4553145087.93615,6300576780.78398,38.3785638080754,210,585,375,2013-12-23,2014-07-21,2015-07-31,132,402.4,11,Low (Plain),Moderate,0,4,46.8,Very High,Eastern Region,4279175375.9,14375891050.16,1941,3.9,4,1,1160,8,107.3,0.7,2.2,0,1,1,7,2013-14,5.03,0.359,1
Raichur-Hapur Transmission System 765kV Phase-IV_08222,Transmission System,33883094623.7963,32307173918.9905,-4.65105304666886,1541,1560,19,2019-05-05,2023-07-24,2023-08-12,765,988.5,43,Moderate (Hilly),Low,103.4065,32,128.7,Moderate,Haryana,33802925177.48,164361064414.06,3000,7.7,1,0,449,17,107.2,8.2,2.6,0,1,1,5,2019-20,21.83,0.988,0
Kota-Amritsar Transmission System 220kV Phase-IV_08223,Transmission System,26137384997.0686,24065015583.7066,-7.92875574046323,1339,1274,-65,2013-04-13,2016-12-12,2016-10-08,220,1254,26,Low (Plain),Low,0,23,82.4,Low,Maharashtra,29841068616.92,120399787687.79,3000,7.4,0,0,1324,19,110.7,6.4,2.1,0,1,1,4,2013-14,12.61,1.051,0
Rajkot-Ramgarh Transmission System 765/400/220kV_08224,Transmission System,34091511185.3684,32381052030.8668,-5.0172582412121,991,938,-53,2020-07-04,2023-03-22,2023-01-28,765,458.9,25,Low (Urban),Moderate,0,30,129.1,Medium,0rth Eastern Region,33166468492.08,188433768081.95,3000,7.5,0,0,974,12,119.4,7.3,4.3,0,1,1,2,2020-21,53.4,1.057,0
Rajkot-Ramgarh Transmission System 765/400/220kV_08224,Transmission System,34091511185.3684,32381052030.8668,-5.0172582412121,991,938,-53,2020-07-04,2023-03-22,2023-01-28,400,458.9,25,Low (Urban),Moderate,0,30,129.1,Medium,0rth Eastern Region,33166468492.08,188433768081.95,3000,7.5,0,0,974,12,119.4,7.3,4.3,0,1,1,2,2020-21,53.4,1.057,0
Rajkot-Ramgarh Transmission System 765/400/220kV_08224,Transmission System,34091511185.3684,32381052030.8668,-5.0172582412121,991,938,-53,2020-07-04,2023-03-22,2023-01-28,220,458.9,25,Low (Urban),Moderate,0,30,129.1,Medium,0rth Eastern Region,33166468492.08,188433768081.95,3000,7.5,0,0,974,12,119.4,7.3,4.3,0,1,1,2,2020-21,53.4,1.057,0
Kota-Jamshedpur Transmission System 132kV Phase-II_08225,Transmission System (TBCB),3923870198.56249,5213639882.14753,32.8698356040817,1295,1410,115,2015-12-26,2019-07-13,2019-11-05,132,187.7,6,Low (Plain),Low,0,7,35.9,High,West Bengal,4316344370.55,14600303149.72,1623,7.2,1,0,1266,21,104.5,12.5,2.6,0,1,0,6,2015-16,12.07,0.918,1
Raichur-Salem Transmission System 765/400/220kV_08226,Transmission System,54837232432.2905,47998176997.9221,-12.4715546919929,1271,1106,-165,2015-10-27,2019-04-20,2018-11-06,765,2104,32,Moderate (Hilly),Moderate,329.7822,40,140.1,Moderate,Telangana,62928531314.9,332222402476.01,3000,5.4,0,1,1070,10,114.5,12.4,2.4,1,1,1,9,2015-16,24.56,1.149,1
Raichur-Salem Transmission System 765/400/220kV_08226,Transmission System,54837232432.2905,47998176997.9221,-12.4715546919929,1271,1106,-165,2015-10-27,2019-04-20,2018-11-06,400,2104,32,Moderate (Hilly),Moderate,329.7822,40,140.1,Moderate,Telangana,62928531314.9,332222402476.01,3000,5.4,0,1,1070,10,114.5,12.4,2.4,1,1,1,9,2015-16,24.56,1.149,1
Raichur-Salem Transmission System 765/400/220kV_08226,Transmission System,54837232432.2905,47998176997.9221,-12.4715546919929,1271,1106,-165,2015-10-27,2019-04-20,2018-11-06,220,2104,32,Moderate (Hilly),Moderate,329.7822,40,140.1,Moderate,Telangana,62928531314.9,332222402476.01,3000,5.4,0,1,1070,10,114.5,12.4,2.4,1,1,1,9,2015-16,24.56,1.149,1
Udaipur-Vadodara Transmission System 400kV_08227,Transmission System,30055942883.4675,29995752201.511,-0.20026216508948,925,753,-172,2019-12-28,2022-07-10,2022-01-19,400,1273.3,30,Low (Plain),High,0,35,112.4,Medium,Western Region,26855570191.46,155666837069.67,3000,3.7,1,1,1223,21,112.7,1.8,3.5,1,1,1,4,2019-20,19.82,1.228,1
Chennai-Fatehgarh Transmission System 220kV_08228,Transmission System,1712402022.42511,3063922218.65777,78.925402944726,821,935,114,2024-10-26,2027-01-25,2027-05-19,220,626.7,27,Moderate (Hilly),Moderate,146.6288,12,61.3,Moderate,Telangana,1052982277.43,4941101710.69,2339,7.9,0,1,1109,12,110.8,0,2.1,1,1,1,10,2024-25,0.95,0.878,0
Joint Venture Project Solapur_08229,Joint Venture Project,4503875985.79698,6528089775.98657,44.9438172048468,2709,2721,12,2014-07-10,2021-12-09,2021-12-21,400,970.4,1,Low (Plain),High,0,4,33.6,Medium,Karnataka,2129864418.74,13758423536.37,2983,7.2,0,0,873,9,111.2,7.1,3.2,0,1,0,2,2014-15,1.59,0.996,0
Healthcare Project Cuddapah_08230,CSR - Healthcare,206412876.417441,540421605.329984,161.815839549205,269,183,-86,2018-01-12,2018-10-08,2018-07-14,400,0,0,Moderate,High,6.3186,5,29.5,Low,Bihar,110588154.8,428310732.19,28,9.2,1,0,1282,33,103.7,-3.1,2.2,1,0,0,2,2018-19,0,1.47,0
Nagpur-Itanagar Transmission System 220kV Phase-IV_08231,Transmission System,7068622310.71847,9548721317.71305,35.0860308837536,1097,1305,208,2008-08-22,2011-08-24,2012-03-19,220,1001.1,36,Low (Desert),Moderate,0,6,36.2,Moderate,Himachal Pradesh,9257845949.85,31171137811.12,3000,7.1,0,0,988,13,109.2,4.6,3.5,0,0,1,3,2008-09,4.39,0.841,1
Jaipur-Salem Transmission System 400kV_08232,Transmission System,3657236166.73469,4631680794.07351,26.6442904672693,1346,1375,29,2017-07-09,2021-03-16,2021-04-14,400,1169.2,40,Low (Desert),Medium,0,6,61.6,Moderate,Jharkhand,2744556728.91,10556754812.83,2722,6.7,2,0,1069,8,97.8,6.4,2.6,0,1,0,5,2017-18,1.26,0.979,0
Itanagar-Rajkot Transmission System 800kV Phase-I_08233,Transmission System,33560668395.0733,32856445193.3636,-2.0983586900584,1102,1027,-75,2021-09-05,2024-09-11,2024-06-28,800,60.2,18,Low (Plains),Moderate,0,30,98.2,Moderate,Haryana,43143602005.81,173262959895.56,3000,7.8,1,0,413,12,102.8,3.4,2.2,0,1,1,6,2021-22,393.49,1.073,0
Mumbai-Unnao Transmission Line 765/400kV_08234,Transmission Line,13102702775.4717,14659198384.9204,11.8791949731354,1064,1226,162,2016-11-13,2019-10-13,2020-03-23,765,216.4,2,Low (Plains),Moderate,0,14,115,Low,0rthern Region,10469221203.99,55565336088.16,3000,6.5,1,0,974,18,103,5.8,3.1,1,1,0,9,2016-17,32.9,0.868,0
Mumbai-Unnao Transmission Line 765/400kV_08234,Transmission Line,13102702775.4717,14659198384.9204,11.8791949731354,1064,1226,162,2016-11-13,2019-10-13,2020-03-23,400,216.4,2,Low (Plains),Moderate,0,14,115,Low,0rthern Region,10469221203.99,55565336088.16,3000,6.5,1,0,974,18,103,5.8,3.1,1,1,0,9,2016-17,32.9,0.868,0
